{'use_physical': True, 'iter_num': 20000, 'train_batch_size': 16, 'last_iter': 0, 'lr': 0.0002, 'lr_decay': 0.9, 'weight_decay': 2e-05, 'momentum': 0.9, 'snapshot': '', 'val_freq': 1000, 'crop_size': 512}

[iter 1], [train loss 0.75967], [loss_x_fusion 0.13332], [loss_x_j1 0.15307], [loss_x_j2 0.15624], [loss_x_j3 0.19567], [loss_x_j4 0.12137], [lr 0.0002000000000]
[iter 5582], [train loss 0.22188], [loss_x_fusion 0.04260], [loss_x_j1 0.04318], [loss_x_j2 0.04653], [loss_x_j3 0.04670], [loss_x_j4 0.04287], [lr 0.0001489857142]
[iter 5583], [train loss 0.22176], [loss_x_fusion 0.04258], [loss_x_j1 0.04316], [loss_x_j2 0.04650], [loss_x_j3 0.04667], [loss_x_j4 0.04285], [lr 0.0001489764148]
[iter 5584], [train loss 0.22179], [loss_x_fusion 0.04259], [loss_x_j1 0.04316], [loss_x_j2 0.04651], [loss_x_j3 0.04668], [loss_x_j4 0.04286], [lr 0.0001489671154]
[iter 5585], [train loss 0.22175], [loss_x_fusion 0.04258], [loss_x_j1 0.04316], [loss_x_j2 0.04650], [loss_x_j3 0.04667], [loss_x_j4 0.04285], [lr 0.0001489578159]
[iter 5586], [train loss 0.22178], [loss_x_fusion 0.04259], [loss_x_j1 0.04316], [loss_x_j2 0.04650], [loss_x_j3 0.04667], [loss_x_j4 0.04286], [lr 0.0001489485163]
[iter 5587], [train loss 0.22179], [loss_x_fusion 0.04259], [loss_x_j1 0.04316], [loss_x_j2 0.04651], [loss_x_j3 0.04668], [loss_x_j4 0.04286], [lr 0.0001489392167]
[iter 5588], [train loss 0.22184], [loss_x_fusion 0.04260], [loss_x_j1 0.04317], [loss_x_j2 0.04651], [loss_x_j3 0.04668], [loss_x_j4 0.04287], [lr 0.0001489299170]
[iter 5589], [train loss 0.22178], [loss_x_fusion 0.04259], [loss_x_j1 0.04316], [loss_x_j2 0.04650], [loss_x_j3 0.04667], [loss_x_j4 0.04286], [lr 0.0001489206173]
[iter 5590], [train loss 0.22180], [loss_x_fusion 0.04259], [loss_x_j1 0.04317], [loss_x_j2 0.04650], [loss_x_j3 0.04667], [loss_x_j4 0.04287], [lr 0.0001489113174]
[iter 5591], [train loss 0.22182], [loss_x_fusion 0.04260], [loss_x_j1 0.04317], [loss_x_j2 0.04651], [loss_x_j3 0.04668], [loss_x_j4 0.04287], [lr 0.0001489020176]
[iter 5592], [train loss 0.22179], [loss_x_fusion 0.04259], [loss_x_j1 0.04316], [loss_x_j2 0.04650], [loss_x_j3 0.04667], [loss_x_j4 0.04286], [lr 0.0001488927176]
[iter 5593], [train loss 0.22175], [loss_x_fusion 0.04258], [loss_x_j1 0.04316], [loss_x_j2 0.04649], [loss_x_j3 0.04666], [loss_x_j4 0.04285], [lr 0.0001488834176]
[iter 5594], [train loss 0.22181], [loss_x_fusion 0.04260], [loss_x_j1 0.04317], [loss_x_j2 0.04650], [loss_x_j3 0.04667], [loss_x_j4 0.04287], [lr 0.0001488741175]
[iter 5595], [train loss 0.22183], [loss_x_fusion 0.04260], [loss_x_j1 0.04317], [loss_x_j2 0.04650], [loss_x_j3 0.04667], [loss_x_j4 0.04287], [lr 0.0001488648174]
[iter 5596], [train loss 0.22191], [loss_x_fusion 0.04262], [loss_x_j1 0.04319], [loss_x_j2 0.04652], [loss_x_j3 0.04668], [loss_x_j4 0.04289], [lr 0.0001488555172]
[iter 5597], [train loss 0.22189], [loss_x_fusion 0.04262], [loss_x_j1 0.04319], [loss_x_j2 0.04651], [loss_x_j3 0.04668], [loss_x_j4 0.04289], [lr 0.0001488462169]
[iter 5598], [train loss 0.22197], [loss_x_fusion 0.04263], [loss_x_j1 0.04321], [loss_x_j2 0.04653], [loss_x_j3 0.04669], [loss_x_j4 0.04291], [lr 0.0001488369166]
[iter 5599], [train loss 0.22203], [loss_x_fusion 0.04265], [loss_x_j1 0.04322], [loss_x_j2 0.04654], [loss_x_j3 0.04670], [loss_x_j4 0.04292], [lr 0.0001488276162]
[iter 5600], [train loss 0.22222], [loss_x_fusion 0.04268], [loss_x_j1 0.04326], [loss_x_j2 0.04658], [loss_x_j3 0.04674], [loss_x_j4 0.04296], [lr 0.0001488183157]
[iter 5601], [train loss 0.22229], [loss_x_fusion 0.04269], [loss_x_j1 0.04327], [loss_x_j2 0.04660], [loss_x_j3 0.04676], [loss_x_j4 0.04297], [lr 0.0001488090152]
[iter 5602], [train loss 0.22228], [loss_x_fusion 0.04269], [loss_x_j1 0.04327], [loss_x_j2 0.04659], [loss_x_j3 0.04676], [loss_x_j4 0.04297], [lr 0.0001487997146]
[iter 5603], [train loss 0.22232], [loss_x_fusion 0.04270], [loss_x_j1 0.04327], [loss_x_j2 0.04660], [loss_x_j3 0.04677], [loss_x_j4 0.04298], [lr 0.0001487904139]
[iter 5604], [train loss 0.22234], [loss_x_fusion 0.04271], [loss_x_j1 0.04329], [loss_x_j2 0.04659], [loss_x_j3 0.04677], [loss_x_j4 0.04298], [lr 0.0001487811132]
[iter 5605], [train loss 0.22228], [loss_x_fusion 0.04269], [loss_x_j1 0.04327], [loss_x_j2 0.04659], [loss_x_j3 0.04676], [loss_x_j4 0.04297], [lr 0.0001487718124]
[iter 5606], [train loss 0.22226], [loss_x_fusion 0.04268], [loss_x_j1 0.04326], [loss_x_j2 0.04660], [loss_x_j3 0.04677], [loss_x_j4 0.04296], [lr 0.0001487625115]
[iter 5607], [train loss 0.22217], [loss_x_fusion 0.04266], [loss_x_j1 0.04324], [loss_x_j2 0.04658], [loss_x_j3 0.04675], [loss_x_j4 0.04294], [lr 0.0001487532106]
[iter 5608], [train loss 0.22215], [loss_x_fusion 0.04266], [loss_x_j1 0.04323], [loss_x_j2 0.04657], [loss_x_j3 0.04675], [loss_x_j4 0.04293], [lr 0.0001487439096]
[iter 5609], [train loss 0.22218], [loss_x_fusion 0.04267], [loss_x_j1 0.04324], [loss_x_j2 0.04658], [loss_x_j3 0.04675], [loss_x_j4 0.04295], [lr 0.0001487346086]
[iter 5610], [train loss 0.22211], [loss_x_fusion 0.04266], [loss_x_j1 0.04323], [loss_x_j2 0.04656], [loss_x_j3 0.04674], [loss_x_j4 0.04293], [lr 0.0001487253075]
[iter 5611], [train loss 0.22207], [loss_x_fusion 0.04265], [loss_x_j1 0.04322], [loss_x_j2 0.04655], [loss_x_j3 0.04673], [loss_x_j4 0.04292], [lr 0.0001487160063]
[iter 5612], [train loss 0.22209], [loss_x_fusion 0.04265], [loss_x_j1 0.04322], [loss_x_j2 0.04656], [loss_x_j3 0.04674], [loss_x_j4 0.04293], [lr 0.0001487067050]
[iter 5613], [train loss 0.22206], [loss_x_fusion 0.04264], [loss_x_j1 0.04321], [loss_x_j2 0.04655], [loss_x_j3 0.04673], [loss_x_j4 0.04292], [lr 0.0001486974037]
[iter 5614], [train loss 0.22202], [loss_x_fusion 0.04263], [loss_x_j1 0.04320], [loss_x_j2 0.04655], [loss_x_j3 0.04673], [loss_x_j4 0.04291], [lr 0.0001486881024]
[iter 5615], [train loss 0.22203], [loss_x_fusion 0.04263], [loss_x_j1 0.04320], [loss_x_j2 0.04655], [loss_x_j3 0.04673], [loss_x_j4 0.04291], [lr 0.0001486788009]
[iter 5616], [train loss 0.22199], [loss_x_fusion 0.04263], [loss_x_j1 0.04320], [loss_x_j2 0.04654], [loss_x_j3 0.04672], [loss_x_j4 0.04290], [lr 0.0001486694994]
[iter 5617], [train loss 0.22198], [loss_x_fusion 0.04262], [loss_x_j1 0.04319], [loss_x_j2 0.04654], [loss_x_j3 0.04672], [loss_x_j4 0.04290], [lr 0.0001486601979]
[iter 5618], [train loss 0.22195], [loss_x_fusion 0.04262], [loss_x_j1 0.04319], [loss_x_j2 0.04654], [loss_x_j3 0.04671], [loss_x_j4 0.04289], [lr 0.0001486508962]
[iter 5619], [train loss 0.22185], [loss_x_fusion 0.04260], [loss_x_j1 0.04317], [loss_x_j2 0.04652], [loss_x_j3 0.04669], [loss_x_j4 0.04287], [lr 0.0001486415945]
[iter 5620], [train loss 0.22175], [loss_x_fusion 0.04258], [loss_x_j1 0.04315], [loss_x_j2 0.04650], [loss_x_j3 0.04668], [loss_x_j4 0.04285], [lr 0.0001486322928]
[iter 5621], [train loss 0.22172], [loss_x_fusion 0.04257], [loss_x_j1 0.04314], [loss_x_j2 0.04649], [loss_x_j3 0.04667], [loss_x_j4 0.04284], [lr 0.0001486229910]
[iter 5622], [train loss 0.22177], [loss_x_fusion 0.04258], [loss_x_j1 0.04315], [loss_x_j2 0.04650], [loss_x_j3 0.04668], [loss_x_j4 0.04286], [lr 0.0001486136891]
[iter 5623], [train loss 0.22169], [loss_x_fusion 0.04257], [loss_x_j1 0.04313], [loss_x_j2 0.04649], [loss_x_j3 0.04666], [loss_x_j4 0.04284], [lr 0.0001486043871]
[iter 5624], [train loss 0.22175], [loss_x_fusion 0.04258], [loss_x_j1 0.04315], [loss_x_j2 0.04650], [loss_x_j3 0.04667], [loss_x_j4 0.04285], [lr 0.0001485950851]
[iter 5625], [train loss 0.22172], [loss_x_fusion 0.04257], [loss_x_j1 0.04314], [loss_x_j2 0.04650], [loss_x_j3 0.04667], [loss_x_j4 0.04284], [lr 0.0001485857830]
[iter 5626], [train loss 0.22173], [loss_x_fusion 0.04257], [loss_x_j1 0.04314], [loss_x_j2 0.04650], [loss_x_j3 0.04667], [loss_x_j4 0.04285], [lr 0.0001485764809]
[iter 5627], [train loss 0.22169], [loss_x_fusion 0.04256], [loss_x_j1 0.04313], [loss_x_j2 0.04650], [loss_x_j3 0.04667], [loss_x_j4 0.04284], [lr 0.0001485671787]
[iter 5628], [train loss 0.22168], [loss_x_fusion 0.04256], [loss_x_j1 0.04313], [loss_x_j2 0.04649], [loss_x_j3 0.04666], [loss_x_j4 0.04283], [lr 0.0001485578764]
[iter 5629], [train loss 0.22162], [loss_x_fusion 0.04255], [loss_x_j1 0.04312], [loss_x_j2 0.04649], [loss_x_j3 0.04665], [loss_x_j4 0.04282], [lr 0.0001485485740]
[iter 5630], [train loss 0.22160], [loss_x_fusion 0.04254], [loss_x_j1 0.04311], [loss_x_j2 0.04648], [loss_x_j3 0.04665], [loss_x_j4 0.04281], [lr 0.0001485392716]
[iter 5631], [train loss 0.22164], [loss_x_fusion 0.04255], [loss_x_j1 0.04312], [loss_x_j2 0.04649], [loss_x_j3 0.04666], [loss_x_j4 0.04282], [lr 0.0001485299692]
[iter 5632], [train loss 0.22176], [loss_x_fusion 0.04258], [loss_x_j1 0.04315], [loss_x_j2 0.04651], [loss_x_j3 0.04667], [loss_x_j4 0.04285], [lr 0.0001485206666]
[iter 5633], [train loss 0.22172], [loss_x_fusion 0.04257], [loss_x_j1 0.04314], [loss_x_j2 0.04650], [loss_x_j3 0.04666], [loss_x_j4 0.04284], [lr 0.0001485113640]
[iter 5634], [train loss 0.22172], [loss_x_fusion 0.04257], [loss_x_j1 0.04314], [loss_x_j2 0.04650], [loss_x_j3 0.04666], [loss_x_j4 0.04285], [lr 0.0001485020614]
[iter 5635], [train loss 0.22171], [loss_x_fusion 0.04257], [loss_x_j1 0.04314], [loss_x_j2 0.04650], [loss_x_j3 0.04666], [loss_x_j4 0.04284], [lr 0.0001484927586]
[iter 5636], [train loss 0.22165], [loss_x_fusion 0.04256], [loss_x_j1 0.04313], [loss_x_j2 0.04649], [loss_x_j3 0.04665], [loss_x_j4 0.04283], [lr 0.0001484834558]
[iter 5637], [train loss 0.22159], [loss_x_fusion 0.04254], [loss_x_j1 0.04312], [loss_x_j2 0.04647], [loss_x_j3 0.04664], [loss_x_j4 0.04282], [lr 0.0001484741530]
[iter 5638], [train loss 0.22159], [loss_x_fusion 0.04255], [loss_x_j1 0.04312], [loss_x_j2 0.04647], [loss_x_j3 0.04663], [loss_x_j4 0.04282], [lr 0.0001484648501]
[iter 5639], [train loss 0.22159], [loss_x_fusion 0.04255], [loss_x_j1 0.04312], [loss_x_j2 0.04647], [loss_x_j3 0.04663], [loss_x_j4 0.04282], [lr 0.0001484555471]
[iter 5640], [train loss 0.22152], [loss_x_fusion 0.04254], [loss_x_j1 0.04311], [loss_x_j2 0.04645], [loss_x_j3 0.04661], [loss_x_j4 0.04281], [lr 0.0001484462440]
[iter 5641], [train loss 0.22148], [loss_x_fusion 0.04253], [loss_x_j1 0.04310], [loss_x_j2 0.04644], [loss_x_j3 0.04660], [loss_x_j4 0.04280], [lr 0.0001484369409]
[iter 5642], [train loss 0.22145], [loss_x_fusion 0.04252], [loss_x_j1 0.04309], [loss_x_j2 0.04644], [loss_x_j3 0.04660], [loss_x_j4 0.04280], [lr 0.0001484276377]
[iter 5643], [train loss 0.22154], [loss_x_fusion 0.04254], [loss_x_j1 0.04311], [loss_x_j2 0.04646], [loss_x_j3 0.04662], [loss_x_j4 0.04281], [lr 0.0001484183345]
[iter 5644], [train loss 0.22146], [loss_x_fusion 0.04252], [loss_x_j1 0.04309], [loss_x_j2 0.04645], [loss_x_j3 0.04660], [loss_x_j4 0.04280], [lr 0.0001484090311]
[iter 5645], [train loss 0.22147], [loss_x_fusion 0.04252], [loss_x_j1 0.04309], [loss_x_j2 0.04645], [loss_x_j3 0.04661], [loss_x_j4 0.04280], [lr 0.0001483997278]
[iter 5646], [train loss 0.22143], [loss_x_fusion 0.04252], [loss_x_j1 0.04309], [loss_x_j2 0.04644], [loss_x_j3 0.04659], [loss_x_j4 0.04279], [lr 0.0001483904243]
[iter 5647], [train loss 0.22175], [loss_x_fusion 0.04258], [loss_x_j1 0.04315], [loss_x_j2 0.04650], [loss_x_j3 0.04666], [loss_x_j4 0.04286], [lr 0.0001483811208]
[iter 5648], [train loss 0.22174], [loss_x_fusion 0.04258], [loss_x_j1 0.04315], [loss_x_j2 0.04651], [loss_x_j3 0.04666], [loss_x_j4 0.04285], [lr 0.0001483718172]
[iter 5649], [train loss 0.22168], [loss_x_fusion 0.04256], [loss_x_j1 0.04314], [loss_x_j2 0.04649], [loss_x_j3 0.04665], [loss_x_j4 0.04284], [lr 0.0001483625136]
[iter 5650], [train loss 0.22170], [loss_x_fusion 0.04257], [loss_x_j1 0.04314], [loss_x_j2 0.04650], [loss_x_j3 0.04665], [loss_x_j4 0.04284], [lr 0.0001483532099]
[iter 5651], [train loss 0.22176], [loss_x_fusion 0.04258], [loss_x_j1 0.04315], [loss_x_j2 0.04651], [loss_x_j3 0.04667], [loss_x_j4 0.04285], [lr 0.0001483439061]
[iter 5652], [train loss 0.22177], [loss_x_fusion 0.04258], [loss_x_j1 0.04315], [loss_x_j2 0.04651], [loss_x_j3 0.04667], [loss_x_j4 0.04285], [lr 0.0001483346023]
[iter 5653], [train loss 0.22179], [loss_x_fusion 0.04259], [loss_x_j1 0.04316], [loss_x_j2 0.04652], [loss_x_j3 0.04668], [loss_x_j4 0.04285], [lr 0.0001483252984]
[iter 5654], [train loss 0.22173], [loss_x_fusion 0.04257], [loss_x_j1 0.04315], [loss_x_j2 0.04650], [loss_x_j3 0.04666], [loss_x_j4 0.04285], [lr 0.0001483159945]
[iter 5655], [train loss 0.22169], [loss_x_fusion 0.04256], [loss_x_j1 0.04314], [loss_x_j2 0.04650], [loss_x_j3 0.04665], [loss_x_j4 0.04283], [lr 0.0001483066904]
[iter 5656], [train loss 0.22166], [loss_x_fusion 0.04255], [loss_x_j1 0.04313], [loss_x_j2 0.04649], [loss_x_j3 0.04665], [loss_x_j4 0.04283], [lr 0.0001482973863]
[iter 5657], [train loss 0.22158], [loss_x_fusion 0.04254], [loss_x_j1 0.04312], [loss_x_j2 0.04648], [loss_x_j3 0.04663], [loss_x_j4 0.04281], [lr 0.0001482880822]
[iter 5658], [train loss 0.22154], [loss_x_fusion 0.04253], [loss_x_j1 0.04311], [loss_x_j2 0.04647], [loss_x_j3 0.04662], [loss_x_j4 0.04281], [lr 0.0001482787780]
[iter 5659], [train loss 0.22158], [loss_x_fusion 0.04254], [loss_x_j1 0.04312], [loss_x_j2 0.04647], [loss_x_j3 0.04663], [loss_x_j4 0.04281], [lr 0.0001482694737]
[iter 5660], [train loss 0.22162], [loss_x_fusion 0.04255], [loss_x_j1 0.04313], [loss_x_j2 0.04648], [loss_x_j3 0.04663], [loss_x_j4 0.04282], [lr 0.0001482601693]
[iter 5661], [train loss 0.22152], [loss_x_fusion 0.04253], [loss_x_j1 0.04311], [loss_x_j2 0.04646], [loss_x_j3 0.04661], [loss_x_j4 0.04281], [lr 0.0001482508649]
[iter 5662], [train loss 0.22156], [loss_x_fusion 0.04254], [loss_x_j1 0.04312], [loss_x_j2 0.04646], [loss_x_j3 0.04662], [loss_x_j4 0.04281], [lr 0.0001482415604]
[iter 5663], [train loss 0.22149], [loss_x_fusion 0.04253], [loss_x_j1 0.04311], [loss_x_j2 0.04645], [loss_x_j3 0.04660], [loss_x_j4 0.04280], [lr 0.0001482322559]
[iter 5664], [train loss 0.22151], [loss_x_fusion 0.04253], [loss_x_j1 0.04311], [loss_x_j2 0.04645], [loss_x_j3 0.04661], [loss_x_j4 0.04280], [lr 0.0001482229513]
[iter 5665], [train loss 0.22143], [loss_x_fusion 0.04252], [loss_x_j1 0.04310], [loss_x_j2 0.04644], [loss_x_j3 0.04659], [loss_x_j4 0.04279], [lr 0.0001482136466]
[iter 5666], [train loss 0.22143], [loss_x_fusion 0.04252], [loss_x_j1 0.04310], [loss_x_j2 0.04644], [loss_x_j3 0.04659], [loss_x_j4 0.04279], [lr 0.0001482043419]
[iter 5667], [train loss 0.22138], [loss_x_fusion 0.04251], [loss_x_j1 0.04309], [loss_x_j2 0.04643], [loss_x_j3 0.04658], [loss_x_j4 0.04278], [lr 0.0001481950371]
[iter 5668], [train loss 0.22129], [loss_x_fusion 0.04249], [loss_x_j1 0.04307], [loss_x_j2 0.04640], [loss_x_j3 0.04656], [loss_x_j4 0.04276], [lr 0.0001481857322]
[iter 5669], [train loss 0.22120], [loss_x_fusion 0.04247], [loss_x_j1 0.04306], [loss_x_j2 0.04639], [loss_x_j3 0.04654], [loss_x_j4 0.04275], [lr 0.0001481764273]
[iter 5670], [train loss 0.22113], [loss_x_fusion 0.04246], [loss_x_j1 0.04305], [loss_x_j2 0.04637], [loss_x_j3 0.04652], [loss_x_j4 0.04274], [lr 0.0001481671223]
[iter 5671], [train loss 0.22111], [loss_x_fusion 0.04246], [loss_x_j1 0.04305], [loss_x_j2 0.04636], [loss_x_j3 0.04651], [loss_x_j4 0.04273], [lr 0.0001481578172]
[iter 5672], [train loss 0.22097], [loss_x_fusion 0.04243], [loss_x_j1 0.04302], [loss_x_j2 0.04633], [loss_x_j3 0.04648], [loss_x_j4 0.04271], [lr 0.0001481485121]
[iter 5673], [train loss 0.22097], [loss_x_fusion 0.04243], [loss_x_j1 0.04302], [loss_x_j2 0.04633], [loss_x_j3 0.04648], [loss_x_j4 0.04271], [lr 0.0001481392069]
[iter 5674], [train loss 0.22086], [loss_x_fusion 0.04241], [loss_x_j1 0.04300], [loss_x_j2 0.04630], [loss_x_j3 0.04645], [loss_x_j4 0.04269], [lr 0.0001481299016]
[iter 5675], [train loss 0.22080], [loss_x_fusion 0.04240], [loss_x_j1 0.04299], [loss_x_j2 0.04629], [loss_x_j3 0.04644], [loss_x_j4 0.04268], [lr 0.0001481205963]
[iter 5676], [train loss 0.22082], [loss_x_fusion 0.04241], [loss_x_j1 0.04300], [loss_x_j2 0.04629], [loss_x_j3 0.04644], [loss_x_j4 0.04268], [lr 0.0001481112909]
[iter 5677], [train loss 0.22078], [loss_x_fusion 0.04240], [loss_x_j1 0.04299], [loss_x_j2 0.04628], [loss_x_j3 0.04643], [loss_x_j4 0.04267], [lr 0.0001481019854]
[iter 5678], [train loss 0.22070], [loss_x_fusion 0.04239], [loss_x_j1 0.04297], [loss_x_j2 0.04627], [loss_x_j3 0.04642], [loss_x_j4 0.04266], [lr 0.0001480926799]
[iter 5679], [train loss 0.22069], [loss_x_fusion 0.04238], [loss_x_j1 0.04297], [loss_x_j2 0.04626], [loss_x_j3 0.04641], [loss_x_j4 0.04266], [lr 0.0001480833743]
[iter 5680], [train loss 0.22068], [loss_x_fusion 0.04238], [loss_x_j1 0.04297], [loss_x_j2 0.04626], [loss_x_j3 0.04641], [loss_x_j4 0.04266], [lr 0.0001480740687]
[iter 5681], [train loss 0.22062], [loss_x_fusion 0.04237], [loss_x_j1 0.04296], [loss_x_j2 0.04626], [loss_x_j3 0.04640], [loss_x_j4 0.04264], [lr 0.0001480647630]
[iter 5682], [train loss 0.22061], [loss_x_fusion 0.04237], [loss_x_j1 0.04296], [loss_x_j2 0.04625], [loss_x_j3 0.04640], [loss_x_j4 0.04264], [lr 0.0001480554572]
[iter 5683], [train loss 0.22069], [loss_x_fusion 0.04237], [loss_x_j1 0.04297], [loss_x_j2 0.04628], [loss_x_j3 0.04643], [loss_x_j4 0.04264], [lr 0.0001480461514]
[iter 5684], [train loss 0.22059], [loss_x_fusion 0.04236], [loss_x_j1 0.04295], [loss_x_j2 0.04626], [loss_x_j3 0.04641], [loss_x_j4 0.04263], [lr 0.0001480368454]
[iter 5685], [train loss 0.22055], [loss_x_fusion 0.04235], [loss_x_j1 0.04294], [loss_x_j2 0.04625], [loss_x_j3 0.04640], [loss_x_j4 0.04262], [lr 0.0001480275395]
[iter 5686], [train loss 0.22063], [loss_x_fusion 0.04237], [loss_x_j1 0.04295], [loss_x_j2 0.04626], [loss_x_j3 0.04641], [loss_x_j4 0.04263], [lr 0.0001480182334]
[iter 5687], [train loss 0.22075], [loss_x_fusion 0.04239], [loss_x_j1 0.04297], [loss_x_j2 0.04629], [loss_x_j3 0.04644], [loss_x_j4 0.04266], [lr 0.0001480089273]
[iter 5688], [train loss 0.22067], [loss_x_fusion 0.04237], [loss_x_j1 0.04296], [loss_x_j2 0.04627], [loss_x_j3 0.04642], [loss_x_j4 0.04264], [lr 0.0001479996212]
[iter 5689], [train loss 0.22069], [loss_x_fusion 0.04238], [loss_x_j1 0.04297], [loss_x_j2 0.04627], [loss_x_j3 0.04642], [loss_x_j4 0.04265], [lr 0.0001479903149]
[iter 5690], [train loss 0.22072], [loss_x_fusion 0.04239], [loss_x_j1 0.04298], [loss_x_j2 0.04627], [loss_x_j3 0.04643], [loss_x_j4 0.04266], [lr 0.0001479810086]
[iter 5691], [train loss 0.22073], [loss_x_fusion 0.04239], [loss_x_j1 0.04298], [loss_x_j2 0.04628], [loss_x_j3 0.04643], [loss_x_j4 0.04265], [lr 0.0001479717023]
[iter 5692], [train loss 0.22071], [loss_x_fusion 0.04239], [loss_x_j1 0.04298], [loss_x_j2 0.04627], [loss_x_j3 0.04643], [loss_x_j4 0.04265], [lr 0.0001479623958]
[iter 5693], [train loss 0.22063], [loss_x_fusion 0.04237], [loss_x_j1 0.04296], [loss_x_j2 0.04625], [loss_x_j3 0.04641], [loss_x_j4 0.04264], [lr 0.0001479530893]
[iter 5694], [train loss 0.22067], [loss_x_fusion 0.04238], [loss_x_j1 0.04298], [loss_x_j2 0.04625], [loss_x_j3 0.04641], [loss_x_j4 0.04265], [lr 0.0001479437828]
[iter 5695], [train loss 0.22075], [loss_x_fusion 0.04240], [loss_x_j1 0.04300], [loss_x_j2 0.04627], [loss_x_j3 0.04642], [loss_x_j4 0.04267], [lr 0.0001479344762]
[iter 5696], [train loss 0.22093], [loss_x_fusion 0.04242], [loss_x_j1 0.04302], [loss_x_j2 0.04632], [loss_x_j3 0.04648], [loss_x_j4 0.04269], [lr 0.0001479251695]
[iter 5697], [train loss 0.22092], [loss_x_fusion 0.04242], [loss_x_j1 0.04302], [loss_x_j2 0.04632], [loss_x_j3 0.04648], [loss_x_j4 0.04269], [lr 0.0001479158627]
[iter 5698], [train loss 0.22083], [loss_x_fusion 0.04240], [loss_x_j1 0.04300], [loss_x_j2 0.04630], [loss_x_j3 0.04646], [loss_x_j4 0.04267], [lr 0.0001479065559]
[iter 5699], [train loss 0.22077], [loss_x_fusion 0.04239], [loss_x_j1 0.04298], [loss_x_j2 0.04629], [loss_x_j3 0.04645], [loss_x_j4 0.04266], [lr 0.0001478972490]
[iter 5700], [train loss 0.22079], [loss_x_fusion 0.04239], [loss_x_j1 0.04299], [loss_x_j2 0.04629], [loss_x_j3 0.04645], [loss_x_j4 0.04266], [lr 0.0001478879421]
[iter 5701], [train loss 0.22083], [loss_x_fusion 0.04240], [loss_x_j1 0.04299], [loss_x_j2 0.04630], [loss_x_j3 0.04646], [loss_x_j4 0.04267], [lr 0.0001478786350]
[iter 5702], [train loss 0.22084], [loss_x_fusion 0.04240], [loss_x_j1 0.04300], [loss_x_j2 0.04630], [loss_x_j3 0.04646], [loss_x_j4 0.04267], [lr 0.0001478693280]
[iter 5703], [train loss 0.22088], [loss_x_fusion 0.04241], [loss_x_j1 0.04301], [loss_x_j2 0.04631], [loss_x_j3 0.04647], [loss_x_j4 0.04268], [lr 0.0001478600208]
[iter 5704], [train loss 0.22089], [loss_x_fusion 0.04241], [loss_x_j1 0.04301], [loss_x_j2 0.04631], [loss_x_j3 0.04647], [loss_x_j4 0.04268], [lr 0.0001478507136]
[iter 5705], [train loss 0.22086], [loss_x_fusion 0.04241], [loss_x_j1 0.04300], [loss_x_j2 0.04630], [loss_x_j3 0.04646], [loss_x_j4 0.04268], [lr 0.0001478414063]
[iter 5706], [train loss 0.22082], [loss_x_fusion 0.04240], [loss_x_j1 0.04300], [loss_x_j2 0.04630], [loss_x_j3 0.04646], [loss_x_j4 0.04267], [lr 0.0001478320990]
[iter 5707], [train loss 0.22075], [loss_x_fusion 0.04238], [loss_x_j1 0.04298], [loss_x_j2 0.04628], [loss_x_j3 0.04645], [loss_x_j4 0.04266], [lr 0.0001478227916]
[iter 5708], [train loss 0.22073], [loss_x_fusion 0.04238], [loss_x_j1 0.04298], [loss_x_j2 0.04628], [loss_x_j3 0.04644], [loss_x_j4 0.04265], [lr 0.0001478134841]
[iter 5709], [train loss 0.22069], [loss_x_fusion 0.04237], [loss_x_j1 0.04297], [loss_x_j2 0.04627], [loss_x_j3 0.04643], [loss_x_j4 0.04265], [lr 0.0001478041766]
[iter 5710], [train loss 0.22067], [loss_x_fusion 0.04237], [loss_x_j1 0.04297], [loss_x_j2 0.04626], [loss_x_j3 0.04643], [loss_x_j4 0.04264], [lr 0.0001477948690]
[iter 5711], [train loss 0.22060], [loss_x_fusion 0.04235], [loss_x_j1 0.04296], [loss_x_j2 0.04625], [loss_x_j3 0.04641], [loss_x_j4 0.04263], [lr 0.0001477855613]
[iter 5712], [train loss 0.22053], [loss_x_fusion 0.04234], [loss_x_j1 0.04294], [loss_x_j2 0.04624], [loss_x_j3 0.04640], [loss_x_j4 0.04261], [lr 0.0001477762536]
[iter 5713], [train loss 0.22060], [loss_x_fusion 0.04235], [loss_x_j1 0.04295], [loss_x_j2 0.04626], [loss_x_j3 0.04642], [loss_x_j4 0.04263], [lr 0.0001477669458]
[iter 5714], [train loss 0.22061], [loss_x_fusion 0.04235], [loss_x_j1 0.04296], [loss_x_j2 0.04626], [loss_x_j3 0.04642], [loss_x_j4 0.04263], [lr 0.0001477576379]
[iter 5715], [train loss 0.22057], [loss_x_fusion 0.04235], [loss_x_j1 0.04295], [loss_x_j2 0.04625], [loss_x_j3 0.04641], [loss_x_j4 0.04262], [lr 0.0001477483300]
[iter 5716], [train loss 0.22058], [loss_x_fusion 0.04235], [loss_x_j1 0.04295], [loss_x_j2 0.04625], [loss_x_j3 0.04641], [loss_x_j4 0.04262], [lr 0.0001477390220]
[iter 5717], [train loss 0.22060], [loss_x_fusion 0.04235], [loss_x_j1 0.04296], [loss_x_j2 0.04625], [loss_x_j3 0.04641], [loss_x_j4 0.04263], [lr 0.0001477297140]
