{'use_physical': True, 'iter_num': 20000, 'train_batch_size': 16, 'last_iter': 0, 'lr': 0.0002, 'lr_decay': 0.9, 'weight_decay': 2e-05, 'momentum': 0.9, 'snapshot': '', 'val_freq': 1000, 'crop_size': 512}

[iter 1], [train loss 0.90704], [loss_x_fusion 0.15496], [loss_x_j1 0.24923], [loss_x_j2 0.13202], [loss_x_j3 0.13112], [loss_x_j4 0.23971], [lr 0.0002000000000]
[iter 3998], [train loss 0.20062], [loss_x_fusion 0.03891], [loss_x_j1 0.03989], [loss_x_j2 0.04304], [loss_x_j3 0.03923], [loss_x_j4 0.03955], [lr 0.0001636380382]
[iter 3999], [train loss 0.20054], [loss_x_fusion 0.03890], [loss_x_j1 0.03987], [loss_x_j2 0.04302], [loss_x_j3 0.03922], [loss_x_j4 0.03954], [lr 0.0001636288353]
[validate]: [iter 4000], [loss 0.05188] [PSNR 23.5460] [SSIM 0.7465] [MSE 0.0053]
[iter 4000], [train loss 0.20056], [loss_x_fusion 0.03890], [loss_x_j1 0.03987], [loss_x_j2 0.04303], [loss_x_j3 0.03922], [loss_x_j4 0.03954], [lr 0.0001636196323]
[iter 4001], [train loss 0.20056], [loss_x_fusion 0.03890], [loss_x_j1 0.03986], [loss_x_j2 0.04305], [loss_x_j3 0.03922], [loss_x_j4 0.03953], [lr 0.0001636104292]
[iter 4002], [train loss 0.20073], [loss_x_fusion 0.03894], [loss_x_j1 0.03991], [loss_x_j2 0.04306], [loss_x_j3 0.03926], [loss_x_j4 0.03957], [lr 0.0001636012261]
[iter 4003], [train loss 0.20070], [loss_x_fusion 0.03893], [loss_x_j1 0.03991], [loss_x_j2 0.04305], [loss_x_j3 0.03925], [loss_x_j4 0.03957], [lr 0.0001635920229]
[iter 4004], [train loss 0.20070], [loss_x_fusion 0.03893], [loss_x_j1 0.03991], [loss_x_j2 0.04304], [loss_x_j3 0.03925], [loss_x_j4 0.03956], [lr 0.0001635828197]
[iter 4005], [train loss 0.20069], [loss_x_fusion 0.03893], [loss_x_j1 0.03991], [loss_x_j2 0.04304], [loss_x_j3 0.03925], [loss_x_j4 0.03956], [lr 0.0001635736164]
[iter 4006], [train loss 0.20056], [loss_x_fusion 0.03890], [loss_x_j1 0.03988], [loss_x_j2 0.04302], [loss_x_j3 0.03922], [loss_x_j4 0.03954], [lr 0.0001635644131]
[iter 4007], [train loss 0.20062], [loss_x_fusion 0.03892], [loss_x_j1 0.03990], [loss_x_j2 0.04301], [loss_x_j3 0.03923], [loss_x_j4 0.03956], [lr 0.0001635552097]
[iter 4008], [train loss 0.20048], [loss_x_fusion 0.03889], [loss_x_j1 0.03987], [loss_x_j2 0.04299], [loss_x_j3 0.03920], [loss_x_j4 0.03953], [lr 0.0001635460062]
[iter 4009], [train loss 0.20039], [loss_x_fusion 0.03887], [loss_x_j1 0.03986], [loss_x_j2 0.04297], [loss_x_j3 0.03919], [loss_x_j4 0.03951], [lr 0.0001635368027]
[iter 4010], [train loss 0.20042], [loss_x_fusion 0.03888], [loss_x_j1 0.03987], [loss_x_j2 0.04297], [loss_x_j3 0.03920], [loss_x_j4 0.03952], [lr 0.0001635275991]
[iter 4011], [train loss 0.20032], [loss_x_fusion 0.03885], [loss_x_j1 0.03985], [loss_x_j2 0.04294], [loss_x_j3 0.03918], [loss_x_j4 0.03950], [lr 0.0001635183955]
[iter 4012], [train loss 0.20028], [loss_x_fusion 0.03885], [loss_x_j1 0.03984], [loss_x_j2 0.04293], [loss_x_j3 0.03917], [loss_x_j4 0.03949], [lr 0.0001635091918]
[iter 4013], [train loss 0.20022], [loss_x_fusion 0.03884], [loss_x_j1 0.03983], [loss_x_j2 0.04291], [loss_x_j3 0.03916], [loss_x_j4 0.03948], [lr 0.0001634999880]
[iter 4014], [train loss 0.20027], [loss_x_fusion 0.03884], [loss_x_j1 0.03984], [loss_x_j2 0.04294], [loss_x_j3 0.03917], [loss_x_j4 0.03949], [lr 0.0001634907842]
[iter 4015], [train loss 0.20018], [loss_x_fusion 0.03883], [loss_x_j1 0.03982], [loss_x_j2 0.04291], [loss_x_j3 0.03915], [loss_x_j4 0.03947], [lr 0.0001634815804]
[iter 4016], [train loss 0.20010], [loss_x_fusion 0.03881], [loss_x_j1 0.03981], [loss_x_j2 0.04288], [loss_x_j3 0.03914], [loss_x_j4 0.03946], [lr 0.0001634723764]
[iter 4017], [train loss 0.20009], [loss_x_fusion 0.03881], [loss_x_j1 0.03981], [loss_x_j2 0.04287], [loss_x_j3 0.03913], [loss_x_j4 0.03946], [lr 0.0001634631725]
[iter 4018], [train loss 0.20013], [loss_x_fusion 0.03881], [loss_x_j1 0.03982], [loss_x_j2 0.04290], [loss_x_j3 0.03914], [loss_x_j4 0.03946], [lr 0.0001634539684]
[iter 4019], [train loss 0.20015], [loss_x_fusion 0.03882], [loss_x_j1 0.03982], [loss_x_j2 0.04291], [loss_x_j3 0.03914], [loss_x_j4 0.03946], [lr 0.0001634447643]
[iter 4020], [train loss 0.20026], [loss_x_fusion 0.03884], [loss_x_j1 0.03984], [loss_x_j2 0.04293], [loss_x_j3 0.03916], [loss_x_j4 0.03949], [lr 0.0001634355602]
[iter 4021], [train loss 0.20019], [loss_x_fusion 0.03882], [loss_x_j1 0.03983], [loss_x_j2 0.04292], [loss_x_j3 0.03914], [loss_x_j4 0.03948], [lr 0.0001634263560]
[iter 4022], [train loss 0.20019], [loss_x_fusion 0.03882], [loss_x_j1 0.03983], [loss_x_j2 0.04291], [loss_x_j3 0.03914], [loss_x_j4 0.03948], [lr 0.0001634171517]
[iter 4023], [train loss 0.20035], [loss_x_fusion 0.03885], [loss_x_j1 0.03987], [loss_x_j2 0.04293], [loss_x_j3 0.03918], [loss_x_j4 0.03951], [lr 0.0001634079474]
[iter 4024], [train loss 0.20027], [loss_x_fusion 0.03884], [loss_x_j1 0.03985], [loss_x_j2 0.04292], [loss_x_j3 0.03916], [loss_x_j4 0.03950], [lr 0.0001633987430]
[iter 4025], [train loss 0.20021], [loss_x_fusion 0.03882], [loss_x_j1 0.03984], [loss_x_j2 0.04291], [loss_x_j3 0.03915], [loss_x_j4 0.03948], [lr 0.0001633895386]
[iter 4026], [train loss 0.20017], [loss_x_fusion 0.03882], [loss_x_j1 0.03983], [loss_x_j2 0.04290], [loss_x_j3 0.03914], [loss_x_j4 0.03947], [lr 0.0001633803341]
[iter 4027], [train loss 0.20024], [loss_x_fusion 0.03883], [loss_x_j1 0.03984], [loss_x_j2 0.04292], [loss_x_j3 0.03916], [loss_x_j4 0.03949], [lr 0.0001633711295]
[iter 4028], [train loss 0.20025], [loss_x_fusion 0.03884], [loss_x_j1 0.03984], [loss_x_j2 0.04292], [loss_x_j3 0.03916], [loss_x_j4 0.03949], [lr 0.0001633619249]
[iter 4029], [train loss 0.20026], [loss_x_fusion 0.03884], [loss_x_j1 0.03984], [loss_x_j2 0.04292], [loss_x_j3 0.03916], [loss_x_j4 0.03949], [lr 0.0001633527202]
[iter 4030], [train loss 0.20025], [loss_x_fusion 0.03884], [loss_x_j1 0.03985], [loss_x_j2 0.04291], [loss_x_j3 0.03917], [loss_x_j4 0.03949], [lr 0.0001633435155]
[iter 4031], [train loss 0.20019], [loss_x_fusion 0.03882], [loss_x_j1 0.03983], [loss_x_j2 0.04290], [loss_x_j3 0.03915], [loss_x_j4 0.03948], [lr 0.0001633343107]
[iter 4032], [train loss 0.20014], [loss_x_fusion 0.03881], [loss_x_j1 0.03982], [loss_x_j2 0.04289], [loss_x_j3 0.03914], [loss_x_j4 0.03948], [lr 0.0001633251059]
[iter 4033], [train loss 0.20026], [loss_x_fusion 0.03884], [loss_x_j1 0.03984], [loss_x_j2 0.04292], [loss_x_j3 0.03916], [loss_x_j4 0.03950], [lr 0.0001633159010]
[iter 4034], [train loss 0.20030], [loss_x_fusion 0.03885], [loss_x_j1 0.03985], [loss_x_j2 0.04292], [loss_x_j3 0.03918], [loss_x_j4 0.03951], [lr 0.0001633066960]
[iter 4035], [train loss 0.20037], [loss_x_fusion 0.03886], [loss_x_j1 0.03986], [loss_x_j2 0.04294], [loss_x_j3 0.03919], [loss_x_j4 0.03952], [lr 0.0001632974910]
[iter 4036], [train loss 0.20038], [loss_x_fusion 0.03886], [loss_x_j1 0.03986], [loss_x_j2 0.04294], [loss_x_j3 0.03919], [loss_x_j4 0.03953], [lr 0.0001632882859]
[iter 4037], [train loss 0.20032], [loss_x_fusion 0.03885], [loss_x_j1 0.03985], [loss_x_j2 0.04292], [loss_x_j3 0.03918], [loss_x_j4 0.03952], [lr 0.0001632790808]
[iter 4038], [train loss 0.20031], [loss_x_fusion 0.03885], [loss_x_j1 0.03985], [loss_x_j2 0.04292], [loss_x_j3 0.03918], [loss_x_j4 0.03951], [lr 0.0001632698756]
[iter 4039], [train loss 0.20029], [loss_x_fusion 0.03885], [loss_x_j1 0.03984], [loss_x_j2 0.04292], [loss_x_j3 0.03917], [loss_x_j4 0.03951], [lr 0.0001632606704]
[iter 4040], [train loss 0.20030], [loss_x_fusion 0.03885], [loss_x_j1 0.03984], [loss_x_j2 0.04293], [loss_x_j3 0.03917], [loss_x_j4 0.03951], [lr 0.0001632514650]
[iter 4041], [train loss 0.20027], [loss_x_fusion 0.03884], [loss_x_j1 0.03984], [loss_x_j2 0.04292], [loss_x_j3 0.03917], [loss_x_j4 0.03950], [lr 0.0001632422597]
[iter 4042], [train loss 0.20022], [loss_x_fusion 0.03883], [loss_x_j1 0.03982], [loss_x_j2 0.04291], [loss_x_j3 0.03915], [loss_x_j4 0.03949], [lr 0.0001632330543]
[iter 4043], [train loss 0.20036], [loss_x_fusion 0.03886], [loss_x_j1 0.03985], [loss_x_j2 0.04296], [loss_x_j3 0.03918], [loss_x_j4 0.03952], [lr 0.0001632238488]
[iter 4044], [train loss 0.20042], [loss_x_fusion 0.03887], [loss_x_j1 0.03987], [loss_x_j2 0.04296], [loss_x_j3 0.03919], [loss_x_j4 0.03953], [lr 0.0001632146433]
[iter 4045], [train loss 0.20043], [loss_x_fusion 0.03887], [loss_x_j1 0.03987], [loss_x_j2 0.04296], [loss_x_j3 0.03919], [loss_x_j4 0.03953], [lr 0.0001632054377]
[iter 4046], [train loss 0.20039], [loss_x_fusion 0.03886], [loss_x_j1 0.03985], [loss_x_j2 0.04296], [loss_x_j3 0.03919], [loss_x_j4 0.03952], [lr 0.0001631962320]
[iter 4047], [train loss 0.20042], [loss_x_fusion 0.03887], [loss_x_j1 0.03986], [loss_x_j2 0.04298], [loss_x_j3 0.03919], [loss_x_j4 0.03952], [lr 0.0001631870263]
[iter 4048], [train loss 0.20039], [loss_x_fusion 0.03886], [loss_x_j1 0.03985], [loss_x_j2 0.04297], [loss_x_j3 0.03918], [loss_x_j4 0.03952], [lr 0.0001631778205]
[iter 4049], [train loss 0.20042], [loss_x_fusion 0.03887], [loss_x_j1 0.03985], [loss_x_j2 0.04299], [loss_x_j3 0.03919], [loss_x_j4 0.03952], [lr 0.0001631686147]
[iter 4050], [train loss 0.20042], [loss_x_fusion 0.03887], [loss_x_j1 0.03986], [loss_x_j2 0.04298], [loss_x_j3 0.03919], [loss_x_j4 0.03952], [lr 0.0001631594088]
[iter 4051], [train loss 0.20050], [loss_x_fusion 0.03888], [loss_x_j1 0.03988], [loss_x_j2 0.04299], [loss_x_j3 0.03920], [loss_x_j4 0.03954], [lr 0.0001631502029]
[iter 4052], [train loss 0.20057], [loss_x_fusion 0.03890], [loss_x_j1 0.03990], [loss_x_j2 0.04300], [loss_x_j3 0.03922], [loss_x_j4 0.03956], [lr 0.0001631409969]
[iter 4053], [train loss 0.20055], [loss_x_fusion 0.03890], [loss_x_j1 0.03989], [loss_x_j2 0.04299], [loss_x_j3 0.03922], [loss_x_j4 0.03955], [lr 0.0001631317908]
[iter 4054], [train loss 0.20052], [loss_x_fusion 0.03889], [loss_x_j1 0.03989], [loss_x_j2 0.04298], [loss_x_j3 0.03921], [loss_x_j4 0.03955], [lr 0.0001631225847]
[iter 4055], [train loss 0.20049], [loss_x_fusion 0.03889], [loss_x_j1 0.03988], [loss_x_j2 0.04297], [loss_x_j3 0.03921], [loss_x_j4 0.03955], [lr 0.0001631133786]
[iter 4056], [train loss 0.20048], [loss_x_fusion 0.03889], [loss_x_j1 0.03988], [loss_x_j2 0.04296], [loss_x_j3 0.03921], [loss_x_j4 0.03955], [lr 0.0001631041723]
[iter 4057], [train loss 0.20044], [loss_x_fusion 0.03888], [loss_x_j1 0.03987], [loss_x_j2 0.04295], [loss_x_j3 0.03920], [loss_x_j4 0.03954], [lr 0.0001630949661]
[iter 4058], [train loss 0.20044], [loss_x_fusion 0.03888], [loss_x_j1 0.03987], [loss_x_j2 0.04295], [loss_x_j3 0.03920], [loss_x_j4 0.03954], [lr 0.0001630857597]
[iter 4059], [train loss 0.20034], [loss_x_fusion 0.03886], [loss_x_j1 0.03985], [loss_x_j2 0.04292], [loss_x_j3 0.03918], [loss_x_j4 0.03953], [lr 0.0001630765533]
[iter 4060], [train loss 0.20046], [loss_x_fusion 0.03889], [loss_x_j1 0.03988], [loss_x_j2 0.04294], [loss_x_j3 0.03920], [loss_x_j4 0.03955], [lr 0.0001630673469]
[iter 4061], [train loss 0.20045], [loss_x_fusion 0.03889], [loss_x_j1 0.03988], [loss_x_j2 0.04293], [loss_x_j3 0.03920], [loss_x_j4 0.03955], [lr 0.0001630581403]
[iter 4062], [train loss 0.20033], [loss_x_fusion 0.03886], [loss_x_j1 0.03985], [loss_x_j2 0.04290], [loss_x_j3 0.03918], [loss_x_j4 0.03953], [lr 0.0001630489338]
[iter 4063], [train loss 0.20029], [loss_x_fusion 0.03886], [loss_x_j1 0.03985], [loss_x_j2 0.04289], [loss_x_j3 0.03917], [loss_x_j4 0.03952], [lr 0.0001630397271]
[iter 4064], [train loss 0.20030], [loss_x_fusion 0.03886], [loss_x_j1 0.03985], [loss_x_j2 0.04289], [loss_x_j3 0.03918], [loss_x_j4 0.03952], [lr 0.0001630305204]
[iter 4065], [train loss 0.20031], [loss_x_fusion 0.03886], [loss_x_j1 0.03985], [loss_x_j2 0.04290], [loss_x_j3 0.03918], [loss_x_j4 0.03952], [lr 0.0001630213137]
[iter 4066], [train loss 0.20037], [loss_x_fusion 0.03887], [loss_x_j1 0.03986], [loss_x_j2 0.04290], [loss_x_j3 0.03919], [loss_x_j4 0.03954], [lr 0.0001630121069]
[iter 4067], [train loss 0.20051], [loss_x_fusion 0.03890], [loss_x_j1 0.03989], [loss_x_j2 0.04293], [loss_x_j3 0.03922], [loss_x_j4 0.03956], [lr 0.0001630029000]
[iter 4068], [train loss 0.20052], [loss_x_fusion 0.03891], [loss_x_j1 0.03989], [loss_x_j2 0.04293], [loss_x_j3 0.03922], [loss_x_j4 0.03957], [lr 0.0001629936931]
[iter 4069], [train loss 0.20053], [loss_x_fusion 0.03891], [loss_x_j1 0.03990], [loss_x_j2 0.04293], [loss_x_j3 0.03922], [loss_x_j4 0.03957], [lr 0.0001629844861]
[iter 4070], [train loss 0.20053], [loss_x_fusion 0.03891], [loss_x_j1 0.03989], [loss_x_j2 0.04295], [loss_x_j3 0.03922], [loss_x_j4 0.03957], [lr 0.0001629752791]
[iter 4071], [train loss 0.20057], [loss_x_fusion 0.03891], [loss_x_j1 0.03990], [loss_x_j2 0.04295], [loss_x_j3 0.03923], [loss_x_j4 0.03958], [lr 0.0001629660720]
[iter 4072], [train loss 0.20062], [loss_x_fusion 0.03892], [loss_x_j1 0.03991], [loss_x_j2 0.04296], [loss_x_j3 0.03924], [loss_x_j4 0.03959], [lr 0.0001629568648]
[iter 4073], [train loss 0.20064], [loss_x_fusion 0.03893], [loss_x_j1 0.03991], [loss_x_j2 0.04298], [loss_x_j3 0.03924], [loss_x_j4 0.03959], [lr 0.0001629476576]
[iter 4074], [train loss 0.20067], [loss_x_fusion 0.03893], [loss_x_j1 0.03992], [loss_x_j2 0.04298], [loss_x_j3 0.03925], [loss_x_j4 0.03959], [lr 0.0001629384504]
[iter 4075], [train loss 0.20067], [loss_x_fusion 0.03893], [loss_x_j1 0.03991], [loss_x_j2 0.04298], [loss_x_j3 0.03925], [loss_x_j4 0.03959], [lr 0.0001629292430]
[iter 4076], [train loss 0.20066], [loss_x_fusion 0.03892], [loss_x_j1 0.03991], [loss_x_j2 0.04300], [loss_x_j3 0.03924], [loss_x_j4 0.03958], [lr 0.0001629200357]
[iter 4077], [train loss 0.20064], [loss_x_fusion 0.03892], [loss_x_j1 0.03990], [loss_x_j2 0.04300], [loss_x_j3 0.03924], [loss_x_j4 0.03958], [lr 0.0001629108282]
[iter 4078], [train loss 0.20067], [loss_x_fusion 0.03893], [loss_x_j1 0.03991], [loss_x_j2 0.04301], [loss_x_j3 0.03924], [loss_x_j4 0.03959], [lr 0.0001629016207]
[iter 4079], [train loss 0.20067], [loss_x_fusion 0.03893], [loss_x_j1 0.03991], [loss_x_j2 0.04300], [loss_x_j3 0.03924], [loss_x_j4 0.03959], [lr 0.0001628924132]
[iter 4080], [train loss 0.20061], [loss_x_fusion 0.03892], [loss_x_j1 0.03990], [loss_x_j2 0.04298], [loss_x_j3 0.03923], [loss_x_j4 0.03958], [lr 0.0001628832056]
[iter 4081], [train loss 0.20063], [loss_x_fusion 0.03892], [loss_x_j1 0.03991], [loss_x_j2 0.04298], [loss_x_j3 0.03924], [loss_x_j4 0.03958], [lr 0.0001628739979]
[iter 4082], [train loss 0.20068], [loss_x_fusion 0.03893], [loss_x_j1 0.03991], [loss_x_j2 0.04300], [loss_x_j3 0.03925], [loss_x_j4 0.03959], [lr 0.0001628647901]
[iter 4083], [train loss 0.20061], [loss_x_fusion 0.03892], [loss_x_j1 0.03990], [loss_x_j2 0.04298], [loss_x_j3 0.03924], [loss_x_j4 0.03958], [lr 0.0001628555824]
[iter 4084], [train loss 0.20060], [loss_x_fusion 0.03892], [loss_x_j1 0.03990], [loss_x_j2 0.04298], [loss_x_j3 0.03923], [loss_x_j4 0.03958], [lr 0.0001628463745]
[iter 4085], [train loss 0.20056], [loss_x_fusion 0.03891], [loss_x_j1 0.03989], [loss_x_j2 0.04297], [loss_x_j3 0.03922], [loss_x_j4 0.03957], [lr 0.0001628371666]
[iter 4086], [train loss 0.20057], [loss_x_fusion 0.03891], [loss_x_j1 0.03988], [loss_x_j2 0.04300], [loss_x_j3 0.03922], [loss_x_j4 0.03956], [lr 0.0001628279587]
[iter 4087], [train loss 0.20059], [loss_x_fusion 0.03891], [loss_x_j1 0.03988], [loss_x_j2 0.04300], [loss_x_j3 0.03923], [loss_x_j4 0.03957], [lr 0.0001628187506]
[iter 4088], [train loss 0.20055], [loss_x_fusion 0.03891], [loss_x_j1 0.03988], [loss_x_j2 0.04299], [loss_x_j3 0.03922], [loss_x_j4 0.03956], [lr 0.0001628095426]
[iter 4089], [train loss 0.20056], [loss_x_fusion 0.03891], [loss_x_j1 0.03988], [loss_x_j2 0.04299], [loss_x_j3 0.03922], [loss_x_j4 0.03956], [lr 0.0001628003344]
[iter 4090], [train loss 0.20055], [loss_x_fusion 0.03891], [loss_x_j1 0.03987], [loss_x_j2 0.04299], [loss_x_j3 0.03922], [loss_x_j4 0.03956], [lr 0.0001627911262]
[iter 4091], [train loss 0.20059], [loss_x_fusion 0.03891], [loss_x_j1 0.03987], [loss_x_j2 0.04302], [loss_x_j3 0.03922], [loss_x_j4 0.03956], [lr 0.0001627819180]
[iter 4092], [train loss 0.20057], [loss_x_fusion 0.03890], [loss_x_j1 0.03986], [loss_x_j2 0.04303], [loss_x_j3 0.03922], [loss_x_j4 0.03955], [lr 0.0001627727097]
[iter 4093], [train loss 0.20048], [loss_x_fusion 0.03889], [loss_x_j1 0.03985], [loss_x_j2 0.04300], [loss_x_j3 0.03920], [loss_x_j4 0.03954], [lr 0.0001627635013]
[iter 4094], [train loss 0.20066], [loss_x_fusion 0.03893], [loss_x_j1 0.03988], [loss_x_j2 0.04304], [loss_x_j3 0.03924], [loss_x_j4 0.03957], [lr 0.0001627542929]
[iter 4095], [train loss 0.20076], [loss_x_fusion 0.03894], [loss_x_j1 0.03990], [loss_x_j2 0.04307], [loss_x_j3 0.03926], [loss_x_j4 0.03959], [lr 0.0001627450844]
[iter 4096], [train loss 0.20078], [loss_x_fusion 0.03895], [loss_x_j1 0.03990], [loss_x_j2 0.04307], [loss_x_j3 0.03927], [loss_x_j4 0.03960], [lr 0.0001627358759]
[iter 4097], [train loss 0.20070], [loss_x_fusion 0.03893], [loss_x_j1 0.03988], [loss_x_j2 0.04306], [loss_x_j3 0.03925], [loss_x_j4 0.03958], [lr 0.0001627266673]
[iter 4098], [train loss 0.20078], [loss_x_fusion 0.03895], [loss_x_j1 0.03990], [loss_x_j2 0.04307], [loss_x_j3 0.03927], [loss_x_j4 0.03959], [lr 0.0001627174586]
[iter 4099], [train loss 0.20077], [loss_x_fusion 0.03895], [loss_x_j1 0.03990], [loss_x_j2 0.04306], [loss_x_j3 0.03927], [loss_x_j4 0.03959], [lr 0.0001627082499]
[iter 4100], [train loss 0.20071], [loss_x_fusion 0.03894], [loss_x_j1 0.03988], [loss_x_j2 0.04305], [loss_x_j3 0.03926], [loss_x_j4 0.03958], [lr 0.0001626990411]
[iter 4101], [train loss 0.20072], [loss_x_fusion 0.03894], [loss_x_j1 0.03989], [loss_x_j2 0.04305], [loss_x_j3 0.03926], [loss_x_j4 0.03958], [lr 0.0001626898323]
[iter 4102], [train loss 0.20068], [loss_x_fusion 0.03893], [loss_x_j1 0.03988], [loss_x_j2 0.04305], [loss_x_j3 0.03925], [loss_x_j4 0.03957], [lr 0.0001626806234]
[iter 4103], [train loss 0.20072], [loss_x_fusion 0.03894], [loss_x_j1 0.03989], [loss_x_j2 0.04305], [loss_x_j3 0.03926], [loss_x_j4 0.03958], [lr 0.0001626714145]
[iter 4104], [train loss 0.20076], [loss_x_fusion 0.03895], [loss_x_j1 0.03990], [loss_x_j2 0.04306], [loss_x_j3 0.03926], [loss_x_j4 0.03959], [lr 0.0001626622055]
[iter 4105], [train loss 0.20072], [loss_x_fusion 0.03894], [loss_x_j1 0.03989], [loss_x_j2 0.04305], [loss_x_j3 0.03926], [loss_x_j4 0.03958], [lr 0.0001626529964]
[iter 4106], [train loss 0.20067], [loss_x_fusion 0.03893], [loss_x_j1 0.03988], [loss_x_j2 0.04304], [loss_x_j3 0.03925], [loss_x_j4 0.03957], [lr 0.0001626437873]
[iter 4107], [train loss 0.20060], [loss_x_fusion 0.03892], [loss_x_j1 0.03987], [loss_x_j2 0.04302], [loss_x_j3 0.03924], [loss_x_j4 0.03956], [lr 0.0001626345781]
[iter 4108], [train loss 0.20056], [loss_x_fusion 0.03891], [loss_x_j1 0.03986], [loss_x_j2 0.04301], [loss_x_j3 0.03923], [loss_x_j4 0.03955], [lr 0.0001626253689]
[iter 4109], [train loss 0.20055], [loss_x_fusion 0.03891], [loss_x_j1 0.03986], [loss_x_j2 0.04302], [loss_x_j3 0.03922], [loss_x_j4 0.03955], [lr 0.0001626161596]
[iter 4110], [train loss 0.20059], [loss_x_fusion 0.03891], [loss_x_j1 0.03986], [loss_x_j2 0.04303], [loss_x_j3 0.03923], [loss_x_j4 0.03955], [lr 0.0001626069502]
[iter 4111], [train loss 0.20059], [loss_x_fusion 0.03891], [loss_x_j1 0.03986], [loss_x_j2 0.04303], [loss_x_j3 0.03923], [loss_x_j4 0.03955], [lr 0.0001625977408]
[iter 4112], [train loss 0.20064], [loss_x_fusion 0.03892], [loss_x_j1 0.03987], [loss_x_j2 0.04303], [loss_x_j3 0.03924], [loss_x_j4 0.03956], [lr 0.0001625885313]
[iter 4113], [train loss 0.20063], [loss_x_fusion 0.03892], [loss_x_j1 0.03987], [loss_x_j2 0.04303], [loss_x_j3 0.03924], [loss_x_j4 0.03956], [lr 0.0001625793218]
[iter 4114], [train loss 0.20061], [loss_x_fusion 0.03892], [loss_x_j1 0.03987], [loss_x_j2 0.04302], [loss_x_j3 0.03924], [loss_x_j4 0.03956], [lr 0.0001625701122]
[iter 4115], [train loss 0.20063], [loss_x_fusion 0.03893], [loss_x_j1 0.03987], [loss_x_j2 0.04302], [loss_x_j3 0.03924], [loss_x_j4 0.03957], [lr 0.0001625609026]
[iter 4116], [train loss 0.20064], [loss_x_fusion 0.03892], [loss_x_j1 0.03987], [loss_x_j2 0.04303], [loss_x_j3 0.03924], [loss_x_j4 0.03956], [lr 0.0001625516929]
[iter 4117], [train loss 0.20061], [loss_x_fusion 0.03892], [loss_x_j1 0.03987], [loss_x_j2 0.04303], [loss_x_j3 0.03924], [loss_x_j4 0.03956], [lr 0.0001625424831]
[iter 4118], [train loss 0.20065], [loss_x_fusion 0.03893], [loss_x_j1 0.03988], [loss_x_j2 0.04304], [loss_x_j3 0.03924], [loss_x_j4 0.03957], [lr 0.0001625332733]
[iter 4119], [train loss 0.20073], [loss_x_fusion 0.03894], [loss_x_j1 0.03989], [loss_x_j2 0.04306], [loss_x_j3 0.03926], [loss_x_j4 0.03958], [lr 0.0001625240634]
[iter 4120], [train loss 0.20071], [loss_x_fusion 0.03894], [loss_x_j1 0.03988], [loss_x_j2 0.04306], [loss_x_j3 0.03925], [loss_x_j4 0.03958], [lr 0.0001625148535]
[iter 4121], [train loss 0.20077], [loss_x_fusion 0.03895], [loss_x_j1 0.03990], [loss_x_j2 0.04306], [loss_x_j3 0.03927], [loss_x_j4 0.03959], [lr 0.0001625056435]
[iter 4122], [train loss 0.20082], [loss_x_fusion 0.03896], [loss_x_j1 0.03991], [loss_x_j2 0.04307], [loss_x_j3 0.03928], [loss_x_j4 0.03961], [lr 0.0001624964335]
[iter 4123], [train loss 0.20085], [loss_x_fusion 0.03896], [loss_x_j1 0.03991], [loss_x_j2 0.04310], [loss_x_j3 0.03928], [loss_x_j4 0.03961], [lr 0.0001624872234]
[iter 4124], [train loss 0.20088], [loss_x_fusion 0.03897], [loss_x_j1 0.03991], [loss_x_j2 0.04311], [loss_x_j3 0.03928], [loss_x_j4 0.03961], [lr 0.0001624780132]
[iter 4125], [train loss 0.20094], [loss_x_fusion 0.03898], [loss_x_j1 0.03993], [loss_x_j2 0.04311], [loss_x_j3 0.03930], [loss_x_j4 0.03963], [lr 0.0001624688030]
[iter 4126], [train loss 0.20091], [loss_x_fusion 0.03897], [loss_x_j1 0.03991], [loss_x_j2 0.04311], [loss_x_j3 0.03929], [loss_x_j4 0.03962], [lr 0.0001624595927]
[iter 4127], [train loss 0.20086], [loss_x_fusion 0.03897], [loss_x_j1 0.03990], [loss_x_j2 0.04310], [loss_x_j3 0.03928], [loss_x_j4 0.03961], [lr 0.0001624503824]
[iter 4128], [train loss 0.20081], [loss_x_fusion 0.03896], [loss_x_j1 0.03990], [loss_x_j2 0.04309], [loss_x_j3 0.03927], [loss_x_j4 0.03960], [lr 0.0001624411720]
[iter 4129], [train loss 0.20079], [loss_x_fusion 0.03895], [loss_x_j1 0.03989], [loss_x_j2 0.04308], [loss_x_j3 0.03927], [loss_x_j4 0.03960], [lr 0.0001624319615]
[iter 4130], [train loss 0.20074], [loss_x_fusion 0.03895], [loss_x_j1 0.03988], [loss_x_j2 0.04306], [loss_x_j3 0.03926], [loss_x_j4 0.03959], [lr 0.0001624227510]
[iter 4131], [train loss 0.20082], [loss_x_fusion 0.03896], [loss_x_j1 0.03990], [loss_x_j2 0.04308], [loss_x_j3 0.03928], [loss_x_j4 0.03960], [lr 0.0001624135405]
[iter 4132], [train loss 0.20083], [loss_x_fusion 0.03897], [loss_x_j1 0.03990], [loss_x_j2 0.04308], [loss_x_j3 0.03928], [loss_x_j4 0.03961], [lr 0.0001624043298]
